"PoolSize","prob_0_01","prob_0_02","prob_0_03","prob_0_04","prob_0_05","prob_0_06","prob_0_07","prob_0_08","prob_0_09","prob_0_10","prob_0_11","prob_0_12","prob_0_13","prob_0_14","prob_0_15","prob_0_16","prob_0_17","prob_0_18","prob_0_19","prob_0_20","prob_0_21","prob_0_22","prob_0_23","prob_0_24","prob_0_25","prob_0_26","prob_0_27","prob_0_28","prob_0_29","prob_0_30","prob_0_31","prob_0_32","prob_0_33","prob_0_34","prob_0_35","prob_0_36","prob_0_37","prob_0_38","prob_0_39","prob_0_40","prob_0_41","prob_0_42","prob_0_43","prob_0_44","prob_0_45","prob_0_46","prob_0_47","prob_0_48","prob_0_49","prob_0_50","prob_0_51","prob_0_52","prob_0_53","prob_0_54","prob_0_55","prob_0_56","prob_0_57","prob_0_58","prob_0_59","prob_0_60","prob_0_61","prob_0_62","prob_0_63","prob_0_64","prob_0_65","prob_0_66","prob_0_67","prob_0_68","prob_0_69","prob_0_70","prob_0_71","prob_0_72","prob_0_73","prob_0_74","prob_0_75","prob_0_76","prob_0_77","prob_0_78","prob_0_79","prob_0_80","prob_0_81","prob_0_82","prob_0_83","prob_0_84","prob_0_85","prob_0_86","prob_0_87","prob_0_88","prob_0_89","prob_0_90","prob_0_91","prob_0_92","prob_0_93","prob_0_94","prob_0_95","prob_0_96","prob_0_97","prob_0_98","prob_0_99","prob_1_00"
12,1970,2988.032,3895.448,4709.396,5423.168,6063.248,6644.96,7155.164,7596.2,8009.564,8364.92,8671.532,8947.424,9182.372,9401.924,9596.24,9758.564,9902.516,10036.652,10142.096,10233.836,10321.352,10395.764,10453.388,10509.644,10558.88,10599.644,10634.18,10664.768,10690.868,10712.192,10729.748,10746.908,10758.86,10771.904,10782.368,10789.868,10796.54,10801.688,10806.116,10811.312,10814.516,10817.084,10819.916,10821.08,10822.64,10823.756,10825.04,10825.76,10827.02,10826.78,10827.164,10827.704,10827.992,10828.46,10828.376,10828.604,10828.832,10828.7,10828.76,10828.928,10828.892,10828.964,10828.988,10828.928,10828.976,10828.976,10829,10828.988,10829,10829,10828.988,10829,10829,10829,10829,10829,10829,10829,10829,10829,10829,10829,10829,10829,10829,10829,10829,10829,10829,10829,10829,10829,10829,10829,10829,10829,10829,10829,10829
13,1992.742,3085.028,4041.217,4886.516,5625.02,6302.138,6871.655,7381.138,7828,8224.916,8578.789,8865.855,9132.511,9356.605,9548.862,9725.324,9876.631,10012.442,10118.379,10219.116,10297.961,10369.071,10432.394,10479.701,10528.75,10566.164,10600.042,10625.132,10649.585,10669.696,10685.543,10699.817,10711.465,10721.098,10728.911,10735.502,10741.105,10745.733,10749.035,10752.558,10755.392,10757.225,10759.539,10760.358,10761.567,10762.438,10763.673,10763.907,10764.687,10764.687,10765.09,10765.376,10765.402,10765.545,10765.714,10765.753,10765.857,10765.909,10765.909,10765.896,10765.961,10765.948,10766,10766,10765.987,10765.987,10766,10766,10766,10766,10766,10766,10766,10766,10766,10766,10766,10766,10766,10766,10766,10766,10766,10766,10766,10766,10766,10766,10766,10766,10766,10766,10766,10766,10766,10766,10766,10766,10766,10766
14,2024.33,3171.826,4187.568,5070.03,5844.496,6499.92,7091.322,7601.748,8037.316,8414.686,8759.52,9030.28,9283.344,9505.09,9688.658,9837.548,9979.032,10090.598,10184.622,10266.662,10339,10400.754,10449.446,10496.486,10529.554,10562.174,10586.212,10609.844,10627.26,10642.492,10653.692,10664.038,10672.536,10681.902,10685.08,10690.008,10695.44,10697.204,10699.738,10702.468,10703.658,10704.456,10706.29,10706.808,10707.746,10708.264,10708.53,10708.838,10709.132,10709.384,10709.468,10709.776,10709.748,10709.86,10709.888,10709.818,10709.944,10709.944,10709.944,10709.972,10709.986,10709.972,10709.986,10710,10710,10710,10710,10710,10710,10710,10710,10710,10710,10710,10710,10710,10710,10710,10710,10710,10710,10710,10710,10710,10710,10710,10710,10710,10710,10710,10710,10710,10710,10710,10710,10710,10710,10710,10710,10710
15,2062.23,3275.01,4317.765,5238.27,6040.05,6700.005,7287.465,7785.24,8230.8,8596.08,8909.025,9180.33,9415.47,9615.225,9778.725,9921.675,10044.18,10146.675,10229.685,10301.34,10362.105,10413.375,10457.01,10490.985,10523.88,10545.9,10564.365,10582.875,10597.245,10607.955,10617.165,10625.22,10631.865,10636.395,10640.13,10644.495,10646.19,10648.14,10650.225,10651.53,10652.88,10653.03,10653.54,10654.125,10654.5,10654.95,10655.22,10655.385,10655.595,10655.64,10655.76,10655.955,10655.85,10655.805,10655.94,10655.94,10655.955,10655.97,10655.97,10656,10655.94,10655.985,10656,10656,10656,10656,10656,10655.985,10656,10656,10656,10656,10656,10656,10656,10656,10656,10656,10656,10656,10656,10656,10656,10656,10656,10656,10656,10656,10656,10656,10656,10656,10656,10656,10656,10656,10656,10656,10656,10656
16,2109.4,3392.616,4483.736,5419.608,6217.8,6909.064,7503.24,7992.84,8411.144,8776.088,9066.584,9330.248,9546.648,9725.56,9881.496,10007.784,10113.4,10206.872,10279.24,10342.088,10392.104,10435.736,10472.008,10500.776,10524.872,10544.952,10558.632,10571.256,10583.016,10591.288,10598.312,10603.592,10607.768,10611.416,10614.952,10617,10618.856,10620.36,10621.064,10621.992,10623.096,10623.448,10623.768,10624.152,10624.184,10624.504,10624.648,10624.76,10624.792,10624.856,10624.888,10624.92,10624.92,10624.984,10624.968,10624.984,10624.968,10624.984,10625,10625,10624.984,10624.984,10625,10625,10625,10625,10624.984,10625,10625,10625,10625,10625,10625,10625,10625,10625,10625,10625,10625,10625,10625,10625,10625,10625,10625,10625,10625,10625,10625,10625,10625,10625,10625,10625,10625,10625,10625,10625,10625,10625
17,2152.323,3496.989,4627.421,5603.238,6405.91,7092.761,7667.242,8159.426,8569.585,8906.355,9200.081,9447.465,9645.294,9812.387,9950.818,10067.659,10159.408,10245.258,10305.965,10356.013,10402.27,10434.281,10468.145,10486.59,10510.815,10523.82,10536.417,10546.09,10554.08,10559.809,10565.742,10570.213,10572.372,10575.143,10577.914,10579.155,10580.226,10580.957,10581.586,10582.13,10582.691,10582.946,10583.32,10583.49,10583.575,10583.711,10583.796,10583.813,10583.898,10583.932,10583.949,10583.983,10583.983,10583.983,10584,10584,10583.966,10584,10584,10584,10584,10584,10584,10584,10584,10584,10584,10584,10584,10584,10584,10584,10584,10584,10584,10584,10584,10584,10584,10584,10584,10584,10584,10584,10584,10584,10584,10584,10584,10584,10584,10584,10584,10584,10584,10584,10584,10584,10584,10584
18,2214.042,3596.064,4779.06,5765.766,6572.526,7278.828,7847.322,8318.04,8718.81,9049.074,9315.258,9540.456,9738.312,9873.78,10007.43,10110.102,10192.74,10262.616,10324.644,10364.892,10402.188,10432.428,10452.714,10471.056,10489.182,10502.016,10509.72,10517.388,10523.184,10529.214,10532.616,10535.28,10537.764,10538.97,10540.752,10541.328,10542.552,10543.488,10543.47,10544.064,10544.244,10544.478,10544.676,10544.856,10544.748,10544.856,10544.856,10544.982,10544.982,10544.946,10545,10544.964,10545,10544.982,10544.982,10545,10545,10545,10545,10544.982,10545,10545,10545,10545,10545,10545,10545,10545,10545,10545,10545,10545,10545,10545,10545,10545,10545,10545,10545,10545,10545,10545,10545,10545,10545,10545,10545,10545,10545,10545,10545,10545,10545,10545,10545,10545,10545,10545,10545,10545
19,2248.122,3708.861,4921.84,5895.096,6731.704,7428.795,7999.498,8476.512,8850.869,9159.885,9429.419,9642.504,9801.515,9954.294,10061.644,10155.428,10226.925,10284.362,10333.933,10378.45,10407.539,10431.061,10452.132,10465.698,10477.991,10487.605,10494.559,10501.114,10504.572,10508.467,10511.545,10513.331,10514.927,10516.143,10517.055,10517.644,10518.461,10518.689,10519.221,10519.468,10519.772,10519.753,10519.848,10519.829,10519.962,10519.943,10519.943,10519.962,10519.943,10519.981,10520,10520,10520,10520,10520,10520,10520,10520,10520,10520,10520,10520,10520,10520,10520,10520,10520,10520,10520,10520,10520,10520,10520,10520,10520,10520,10520,10520,10520,10520,10520,10520,10520,10520,10520,10520,10520,10520,10520,10520,10520,10520,10520,10520,10520,10520,10520,10520,10520,10520
20,2309.9,3820.14,5057.42,6077.56,6899.76,7593.16,8149.04,8601.84,8985.98,9277.44,9521.74,9727.74,9884.08,10008.76,10113.16,10194.56,10263.54,10307.4,10350.24,10385.24,10409.18,10428.48,10446.46,10458.54,10469.08,10476.16,10481.2,10485.72,10490.22,10491.14,10492.92,10495.88,10496.38,10497.54,10498.14,10499.1,10498.94,10499.22,10499.6,10499.44,10499.62,10499.82,10499.88,10499.94,10499.98,10500,10499.94,10500,10499.96,10500,10499.96,10500,10500,10499.98,10500,10500,10500,10500,10500,10500,10500,10500,10500,10500,10500,10500,10500,10500,10500,10500,10500,10500,10500,10500,10500,10500,10500,10500,10500,10500,10500,10500,10500,10500,10500,10500,10500,10500,10500,10500,10500,10500,10500,10500,10500,10500,10500,10500,10500,10500
21,2365.916,3929.45,5189.345,6229.601,7059.794,7737.8,8304.527,8728.244,9099.356,9363.389,9602.6,9791.306,9935.786,10044.461,10142.993,10216.262,10271.786,10315.13,10353.455,10377.542,10400.369,10417.484,10428.509,10440.395,10448.417,10454.78,10458.812,10461.773,10464.356,10466.33,10467.947,10469.123,10469.921,10470.152,10470.845,10470.971,10471.391,10471.496,10471.58,10471.769,10471.832,10471.895,10471.937,10471.895,10471.979,10471.958,10471.979,10472,10472,10472,10472,10472,10472,10472,10472,10472,10472,10472,10472,10472,10472,10472,10472,10472,10472,10472,10472,10472,10472,10472,10472,10472,10472,10472,10472,10472,10472,10472,10472,10472,10472,10472,10472,10472,10472,10472,10472,10472,10472,10472,10472,10472,10472,10472,10472,10472,10472,10472,10472,10472
22,2424.408,4037.14,5334.37,6375.322,7206.394,7866.966,8408.562,8849.926,9187.626,9462.164,9666.786,9843.05,9977.998,10084.016,10154.042,10225.96,10277.616,10317.656,10346.124,10368.278,10388.32,10398.308,10409.22,10417.8,10423.938,10428.492,10431.99,10435.07,10437.094,10438.414,10439.36,10439.91,10440.548,10440.9,10440.966,10441.318,10441.692,10441.648,10441.736,10441.758,10441.956,10441.934,10441.956,10442,10441.956,10442,10441.978,10441.978,10441.956,10442,10442,10442,10442,10442,10442,10442,10442,10442,10442,10442,10442,10442,10442,10442,10442,10442,10442,10442,10442,10442,10442,10442,10442,10442,10442,10442,10442,10442,10442,10442,10442,10442,10442,10442,10442,10442,10442,10442,10442,10442,10442,10442,10442,10442,10442,10442,10442,10442,10442,10442
23,2481.092,4160.897,5449.61,6498.686,7346.167,8001.046,8532.599,8955.684,9262.09,9526.199,9736.212,9889.093,10013.914,10100.302,10178.065,10235.059,10278.138,10312.431,10335.983,10357.488,10369.08,10382.075,10392.264,10396.611,10402.108,10407.076,10408.042,10410.756,10412.619,10413.424,10413.654,10414.735,10415.08,10415.264,10415.701,10415.632,10415.793,10415.885,10415.908,10415.885,10416,10415.954,10415.954,10416,10415.954,10415.977,10416,10416,10416,10416,10416,10416,10416,10416,10416,10416,10416,10416,10416,10416,10416,10416,10416,10416,10416,10416,10416,10416,10416,10416,10416,10416,10416,10416,10416,10416,10416,10416,10416,10416,10416,10416,10416,10416,10416,10416,10416,10416,10416,10416,10416,10416,10416,10416,10416,10416,10416,10416,10416,10416
24,2542.76,4255.904,5585.552,6643.952,7481.72,8134.88,8645.768,9034.064,9357.08,9592.376,9789.896,9930.344,10045.328,10130.624,10196.576,10247.912,10288.04,10315.064,10338.968,10351.856,10364.696,10373.864,10381.616,10387.088,10389.344,10392.944,10394.336,10396.088,10397.576,10398.536,10398.416,10398.968,10399.376,10399.592,10399.712,10399.664,10399.832,10399.88,10399.976,10399.976,10399.928,10399.976,10399.976,10399.976,10400,10400,10400,10400,10400,10399.976,10400,10400,10400,10400,10400,10400,10400,10400,10400,10400,10400,10400,10400,10400,10400,10400,10400,10400,10400,10400,10400,10400,10400,10400,10400,10400,10400,10400,10400,10400,10400,10400,10400,10400,10400,10400,10400,10400,10400,10400,10400,10400,10400,10400,10400,10400,10400,10400,10400,10400
25,2619.125,4354.275,5726.925,6790.6,7623.2,8266.275,8762.9,9152.175,9442.425,9678.8,9857.925,9986.325,10092.775,10169.675,10225.625,10270.475,10305.95,10328.375,10347.425,10362.65,10372.1,10379.375,10384.375,10389.425,10392.625,10394.65,10395.7,10397,10397.975,10398.35,10399.15,10399.425,10399.55,10399.55,10399.775,10399.9,10399.9,10399.95,10399.925,10399.95,10400,10400,10400,10400,10400,10400,10400,10400,10400,10400,10400,10400,10400,10400,10400,10400,10400,10400,10400,10400,10400,10400,10400,10400,10400,10400,10400,10400,10400,10400,10400,10400,10400,10400,10400,10400,10400,10400,10400,10400,10400,10400,10400,10400,10400,10400,10400,10400,10400,10400,10400,10400,10400,10400,10400,10400,10400,10400,10400,10400
26,2665.5,4470.082,5861.654,6893.516,7724.086,8367.17,8847.468,9217.136,9500.432,9725.28,9885.986,10008.498,10100.07,10170.4,10222.738,10259.164,10290.676,10310.046,10326.998,10337.684,10345.692,10352.036,10357.574,10359.784,10362.15,10363.866,10364.906,10365.972,10366.674,10367.376,10367.454,10367.454,10367.688,10367.818,10367.766,10367.974,10368,10368,10367.948,10367.922,10368,10368,10368,10367.974,10368,10368,10368,10368,10368,10368,10368,10368,10368,10368,10368,10368,10368,10368,10368,10368,10368,10368,10368,10368,10368,10368,10368,10368,10368,10368,10368,10368,10368,10368,10368,10368,10368,10368,10368,10368,10368,10368,10368,10368,10368,10368,10368,10368,10368,10368,10368,10368,10368,10368,10368,10368,10368,10368,10368,10368
27,2742.436,4566.313,5960.215,7030.117,7870.681,8467.219,8945.848,9302.086,9573.517,9772.075,9932.779,10046.179,10128.772,10189.738,10238.608,10269.442,10297.954,10314.397,10326.196,10335.079,10342.504,10347.823,10352.116,10354.033,10355.437,10356.841,10357.705,10358.596,10359.028,10359.298,10359.703,10359.757,10359.784,10359.919,10359.865,10360,10359.973,10359.946,10360,10359.973,10360,10360,10360,10360,10360,10360,10360,10360,10360,10360,10360,10360,10360,10360,10360,10360,10360,10360,10360,10360,10360,10360,10360,10360,10360,10360,10360,10360,10360,10360,10360,10360,10360,10360,10360,10360,10360,10360,10360,10360,10360,10360,10360,10360,10360,10360,10360,10360,10360,10360,10360,10360,10360,10360,10360,10360,10360,10360,10360,10360
28,2797.368,4663.4,6088.18,7156.968,7958.44,8579.228,9028.796,9378.964,9630.796,9831.416,9966.824,10070.816,10149.888,10205.216,10244.5,10275.468,10294.872,10314.08,10324.552,10333.064,10339,10343.592,10346.868,10348.016,10350.256,10350.312,10351.516,10352.188,10352.244,10352.608,10352.608,10352.692,10352.916,10352.944,10352.86,10352.972,10352.972,10353,10353,10352.972,10353,10353,10353,10353,10353,10353,10353,10353,10353,10353,10353,10353,10353,10353,10353,10353,10353,10353,10353,10353,10353,10353,10353,10353,10353,10353,10353,10353,10353,10353,10353,10353,10353,10353,10353,10353,10353,10353,10353,10353,10353,10353,10353,10353,10353,10353,10353,10353,10353,10353,10353,10353,10353,10353,10353,10353,10353,10353,10353,10353
29,2869.436,4757.829,6173,7266.039,8052.519,8655.371,9097.592,9435.094,9662.251,9847.387,9980.903,10072.05,10145.159,10188.166,10230.796,10255.533,10273.803,10289.318,10295.959,10303.383,10309.096,10312.402,10314.171,10316.346,10317.767,10318.26,10318.956,10319.217,10319.681,10319.71,10319.913,10319.768,10319.884,10319.942,10319.971,10319.971,10320,10319.971,10320,10320,10320,10320,10320,10320,10320,10320,10320,10320,10320,10320,10320,10320,10320,10320,10320,10320,10320,10320,10320,10320,10320,10320,10320,10320,10320,10320,10320,10320,10320,10320,10320,10320,10320,10320,10320,10320,10320,10320,10320,10320,10320,10320,10320,10320,10320,10320,10320,10320,10320,10320,10320,10320,10320,10320,10320,10320,10320,10320,10320,10320
30,2924.37,4885.11,6306.69,7389.96,8174.88,8769.24,9178.5,9498.51,9728.46,9898.59,10018.8,10105.29,10168.29,10215.27,10243.47,10270.2,10285.56,10295.79,10306.8,10310.52,10314.48,10317.27,10318.26,10320.24,10321.56,10321.98,10322.13,10322.52,10322.61,10322.79,10322.85,10322.88,10322.94,10322.91,10322.97,10323,10323,10323,10323,10323,10323,10323,10323,10323,10323,10323,10323,10323,10323,10323,10323,10323,10323,10323,10323,10323,10323,10323,10323,10323,10323,10323,10323,10323,10323,10323,10323,10323,10323,10323,10323,10323,10323,10323,10323,10323,10323,10323,10323,10323,10323,10323,10323,10323,10323,10323,10323,10323,10323,10323,10323,10323,10323,10323,10323,10323,10323,10323,10323,10323
