"PoolSize","prob_0_01","prob_0_02","prob_0_03","prob_0_04","prob_0_05","prob_0_06","prob_0_07","prob_0_08","prob_0_09","prob_0_10","prob_0_11","prob_0_12","prob_0_13","prob_0_14","prob_0_15","prob_0_16","prob_0_17","prob_0_18","prob_0_19","prob_0_20","prob_0_21","prob_0_22","prob_0_23","prob_0_24","prob_0_25","prob_0_26","prob_0_27","prob_0_28","prob_0_29","prob_0_30","prob_0_31","prob_0_32","prob_0_33","prob_0_34","prob_0_35","prob_0_36","prob_0_37","prob_0_38","prob_0_39","prob_0_40","prob_0_41","prob_0_42","prob_0_43","prob_0_44","prob_0_45","prob_0_46","prob_0_47","prob_0_48","prob_0_49","prob_0_50","prob_0_51","prob_0_52","prob_0_53","prob_0_54","prob_0_55","prob_0_56","prob_0_57","prob_0_58","prob_0_59","prob_0_60","prob_0_61","prob_0_62","prob_0_63","prob_0_64","prob_0_65","prob_0_66","prob_0_67","prob_0_68","prob_0_69","prob_0_70","prob_0_71","prob_0_72","prob_0_73","prob_0_74","prob_0_75","prob_0_76","prob_0_77","prob_0_78","prob_0_79","prob_0_80","prob_0_81","prob_0_82","prob_0_83","prob_0_84","prob_0_85","prob_0_86","prob_0_87","prob_0_88","prob_0_89","prob_0_90","prob_0_91","prob_0_92","prob_0_93","prob_0_94","prob_0_95","prob_0_96","prob_0_97","prob_0_98","prob_0_99","prob_1_00"
19,108.517,179.786,240.13,286.927,328.727,366.556,394.619,416.564,433.911,450.422,465.109,473.222,483.33,491.253,496.307,501.57,504.686,508.315,510.234,512.039,513.635,515.098,516.086,516.732,517.302,518.347,518.328,518.936,519.088,519.259,519.468,519.791,519.658,519.791,519.848,519.886,519.905,519.962,520,519.981,520,519.981,519.981,520,520,520,520,520,520,520,520,520,520,520,520,520,520,520,520,520,520,520,520,520,520,520,520,520,520,520,520,520,520,520,520,520,520,520,520,520,520,520,520,520,520,520,520,520,520,520,520,520,520,520,520,520,520,520,520,520
20,115.78,186.34,251.02,297.14,343.4,375.7,405.72,426.32,450.5,462.78,476.04,484.52,491.68,499.44,505.04,507.94,512,514.78,516.5,519,520.08,521.38,521.54,522.76,523.2,523.54,523.8,524.2,524.3,524.56,524.78,524.8,524.88,524.84,524.84,524.98,524.98,524.94,524.94,524.98,525,525,525,525,525,525,525,525,525,525,525,525,525,525,525,525,525,525,525,525,525,525,525,525,525,525,525,525,525,525,525,525,525,525,525,525,525,525,525,525,525,525,525,525,525,525,525,525,525,525,525,525,525,525,525,525,525,525,525,525
21,113.174,185.582,247.238,300.389,332.834,370.529,397.787,418.514,436.112,450.245,462.845,471.308,479.96,485.399,490.019,493.148,495.584,497.999,499.763,500.855,501.779,502.829,503.375,504.257,504.908,504.992,505.055,505.244,505.412,505.706,505.727,505.79,505.874,505.937,505.958,505.937,506,505.979,505.979,506,505.916,506,506,506,506,506,506,506,506,506,506,506,506,506,506,506,506,506,506,506,506,506,506,506,506,506,506,506,506,506,506,506,506,506,506,506,506,506,506,506,506,506,506,506,506,506,506,506,506,506,506,506,506,506,506,506,506,506,506,506
22,114.334,194.722,255.75,304.898,346.016,378.246,408.364,425.524,443.036,455.664,466.818,473.396,482.526,487.168,491.524,494.538,497.816,499.004,500.764,501.842,503.162,503.448,504.57,504.834,505.098,505.076,505.538,505.604,505.736,505.648,505.846,505.89,505.89,505.934,505.912,505.934,505.956,505.934,506,505.978,506,506,506,506,506,506,506,506,506,506,506,506,506,506,506,506,506,506,506,506,506,506,506,506,506,506,506,506,506,506,506,506,506,506,506,506,506,506,506,506,506,506,506,506,506,506,506,506,506,506,506,506,506,506,506,506,506,506,506,506
23,117.347,199.434,262.523,311.076,353.58,385.481,408.251,430.078,447.098,459.587,470.098,477.113,483.139,487.049,491.488,494.087,496.525,498.043,500.09,500.55,501.93,502.321,502.666,502.988,503.448,503.448,503.471,503.747,503.816,503.816,503.793,503.931,503.954,503.885,503.954,503.977,503.977,504,504,504,504,504,504,504,504,504,504,504,504,504,504,504,504,504,504,504,504,504,504,504,504,504,504,504,504,504,504,504,504,504,504,504,504,504,504,504,504,504,504,504,504,504,504,504,504,504,504,504,504,504,504,504,504,504,504,504,504,504,504,504
24,120.896,202.544,263.552,317.888,356.192,385.424,413.576,430.448,443.816,459.584,468.128,475.76,480.896,485.696,489.728,491.36,494.456,495.104,496.304,497.096,497.696,498.872,498.992,499.208,499.472,499.688,499.712,499.88,499.904,499.856,499.928,499.976,499.952,499.976,499.976,500,500,500,500,499.952,500,500,500,500,500,499.976,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500
25,130.5,216.5,282.3,335.075,378.275,410.375,435.475,453.425,470.075,480.225,490,498.175,504.4,508.175,509.6,513.15,514.45,515.8,517.3,517.675,518.375,518.8,519.35,519.45,519.7,519.6,519.85,519.875,519.875,519.95,519.925,520,520,520,520,520,520,519.95,520,520,520,520,520,520,520,520,520,520,520,520,520,520,520,520,520,520,520,520,520,520,520,520,520,520,520,520,520,520,520,520,520,520,520,520,520,520,520,520,520,520,520,520,520,520,520,520,520,520,520,520,520,520,520,520,520,520,520,520,520,520
26,131.944,216.574,286.514,335.394,376.942,409.728,434.298,451.926,468.41,478.29,487.624,493.084,497.582,502.47,504.706,506.838,508.45,510.192,510.53,510.998,511.7,512.038,512.246,512.48,512.792,512.818,512.87,512.948,512.87,512.948,512.948,512.974,512.974,513,513,513,513,513,513,513,513,513,513,513,513,513,513,513,513,513,513,513,513,513,513,513,513,513,513,513,513,513,513,513,513,513,513,513,513,513,513,513,513,513,513,513,513,513,513,513,513,513,513,513,513,513,513,513,513,513,513,513,513,513,513,513,513,513,513,513
27,130.806,218.313,287.595,338.355,378.828,404.073,431.775,448.785,465.201,476.298,480.537,486.639,491.094,493.848,497.115,498.843,500.139,501.246,502.353,502.596,503.163,503.379,503.406,503.703,503.649,503.865,503.784,503.973,504,503.892,504,503.973,503.946,504,503.973,504,504,504,504,504,504,504,504,504,504,504,504,504,504,504,504,504,504,504,504,504,504,504,504,504,504,504,504,504,504,504,504,504,504,504,504,504,504,504,504,504,504,504,504,504,504,504,504,504,504,504,504,504,504,504,504,504,504,504,504,504,504,504,504,504
28,133.256,215.184,285.268,339.084,376.604,407.264,427.732,442.768,458.756,465.364,471.832,478.356,482.192,485.188,487.512,488.94,490.368,490.76,491.152,492.104,492.384,492.3,492.468,492.664,493,492.86,492.832,492.776,492.972,493,492.944,493,493,492.972,493,493,493,493,493,493,493,493,493,493,493,493,493,493,493,493,493,493,493,493,493,493,493,493,493,493,493,493,493,493,493,493,493,493,493,493,493,493,493,493,493,493,493,493,493,493,493,493,493,493,493,493,493,493,493,493,493,493,493,493,493,493,493,493,493,493
29,141.033,232.615,301.316,355.372,392.376,422.913,445.04,462.672,474.388,484.219,490.657,497.269,500.749,503.185,505.65,506.375,507.158,507.97,508.608,509.13,509.275,509.536,509.855,509.855,509.768,509.942,510,510,509.913,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510
30,141.1,231.7,299.47,351.43,386.56,420.82,438.61,454.96,465.46,475.24,481.51,483.64,487.3,489.94,492.46,492.97,493.72,494.44,495.01,495.31,495.46,495.73,495.73,495.82,495.82,495.91,495.91,495.94,496,496,496,495.97,496,496,496,496,496,496,496,496,496,496,496,496,496,496,496,496,496,496,496,496,496,496,496,496,496,496,496,496,496,496,496,496,496,496,496,496,496,496,496,496,496,496,496,496,496,496,496,496,496,496,496,496,496,496,496,496,496,496,496,496,496,496,496,496,496,496,496,496
31,143.441,240.502,317.351,369.028,405.949,434.686,455.394,470.553,484.565,491.943,497.554,502.049,504.281,506.482,508.311,509.272,509.551,510.636,511.38,511.194,511.659,511.69,511.783,511.721,511.938,511.938,511.938,511.969,511.969,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512
32,147.704,234.776,305.592,359.864,394.04,425.72,446.328,458.712,469.048,476.024,482.744,486.424,489.08,490.04,491.896,492.92,494.008,494.2,494.264,494.68,494.744,494.776,494.872,494.84,494.904,494.968,494.968,494.968,495,495,495,495,495,495,495,495,495,495,495,495,495,495,495,495,495,495,495,495,495,495,495,495,495,495,495,495,495,495,495,495,495,495,495,495,495,495,495,495,495,495,495,495,495,495,495,495,495,495,495,495,495,495,495,495,495,495,495,495,495,495,495,495,495,495,495,495,495,495,495,495
33,149.64,253.59,324.903,377.538,414.102,445.848,458.751,474.987,487.065,491.982,498.813,501.354,503.895,506.733,507.063,508.02,508.614,509.109,509.505,509.538,509.769,509.835,509.802,509.868,509.934,510,509.934,510,510,510,509.967,510,509.967,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510
34,147.722,244.622,317.586,367.464,400.342,426.93,446.174,459.468,468.002,476.264,478.746,481.84,484.458,486.736,487.994,488.13,488.98,489.218,489.354,489.762,489.694,489.864,489.966,489.966,489.966,489.966,489.932,490,490,490,490,490,490,490,490,490,490,490,490,490,490,490,490,490,490,490,490,490,490,490,490,490,490,490,490,490,490,490,490,490,490,490,490,490,490,490,490,490,490,490,490,490,490,490,490,490,490,490,490,490,490,490,490,490,490,490,490,490,490,490,490,490,490,490,490,490,490,490,490,490
35,157.605,256.515,327.39,382.655,420.49,445.655,460.845,475.65,484.295,489.755,495.11,497.315,500.01,501.2,501.83,502.425,503.3,503.475,503.51,503.93,503.93,503.79,503.965,503.965,503.895,504,504,504,504,504,504,504,504,504,504,504,504,504,504,504,504,504,504,504,504,504,504,504,504,504,504,504,504,504,504,504,504,504,504,504,504,504,504,504,504,504,504,504,504,504,504,504,504,504,504,504,504,504,504,504,504,504,504,504,504,504,504,504,504,504,504,504,504,504,504,504,504,504,504,504
36,154.732,252.256,320.548,367.132,403.24,427.936,443.956,453.244,463.252,469.084,473.296,475.528,477.04,478.372,479.488,480.064,480.424,480.388,480.64,480.712,480.856,480.964,481,481,480.928,481,480.964,481,481,481,481,481,481,481,481,481,481,481,481,481,481,481,481,481,481,481,481,481,481,481,481,481,481,481,481,481,481,481,481,481,481,481,481,481,481,481,481,481,481,481,481,481,481,481,481,481,481,481,481,481,481,481,481,481,481,481,481,481,481,481,481,481,481,481,481,481,481,481,481,481
37,157.115,256.571,334.863,383.925,416.559,441.09,457.925,470.32,478.719,483.788,486.674,489.375,490.226,492.224,492.372,493.075,493.297,493.556,493.778,493.926,493.889,493.963,494,494,494,494,494,494,494,494,494,494,494,494,494,494,494,494,494,494,494,494,494,494,494,494,494,494,494,494,494,494,494,494,494,494,494,494,494,494,494,494,494,494,494,494,494,494,494,494,494,494,494,494,494,494,494,494,494,494,494,494,494,494,494,494,494,494,494,494,494,494,494,494,494,494,494,494,494,494
38,160.896,269.12,346.336,396.952,432.368,457.714,472.002,484.504,491.078,496.626,500.008,503.162,504.226,505.214,506.05,506.088,506.62,506.696,506.772,506.848,506.886,507,506.962,507,507,507,507,507,507,507,507,507,507,507,507,507,507,507,507,507,507,507,507,507,507,507,507,507,507,507,507,507,507,507,507,507,507,507,507,507,507,507,507,507,507,507,507,507,507,507,507,507,507,507,507,507,507,507,507,507,507,507,507,507,507,507,507,507,507,507,507,507,507,507,507,507,507,507,507,507
39,158.289,263.745,335.583,376.065,412.842,434.682,450.945,459.798,466.35,471.849,474.306,476.646,477.192,478.479,478.791,479.454,479.61,479.727,479.961,479.805,479.922,479.883,479.922,479.961,480,480,480,480,480,480,480,480,480,480,480,480,480,480,480,480,480,480,480,480,480,480,480,480,480,480,480,480,480,480,480,480,480,480,480,480,480,480,480,480,480,480,480,480,480,480,480,480,480,480,480,480,480,480,480,480,480,480,480,480,480,480,480,480,480,480,480,480,480,480,480,480,480,480,480,480
40,168,270.28,340.36,393,425.2,447.12,463.68,472.08,478.36,483.08,485.08,488.84,490.04,490.52,491.24,491.28,491.6,491.88,491.72,492,491.92,492,491.92,492,492,492,492,492,492,492,492,492,492,492,492,492,492,492,492,492,492,492,492,492,492,492,492,492,492,492,492,492,492,492,492,492,492,492,492,492,492,492,492,492,492,492,492,492,492,492,492,492,492,492,492,492,492,492,492,492,492,492,492,492,492,492,492,492,492,492,492,492,492,492,492,492,492,492,492,492
41,176.246,278.746,351.849,405.354,440.286,460.089,477.555,486.616,491.126,496.169,499.695,500.515,501.622,502.647,503.303,503.672,503.713,503.836,503.795,503.959,503.959,504,504,504,504,504,504,504,504,504,504,504,504,504,504,504,504,504,504,504,504,504,504,504,504,504,504,504,504,504,504,504,504,504,504,504,504,504,504,504,504,504,504,504,504,504,504,504,504,504,504,504,504,504,504,504,504,504,504,504,504,504,504,504,504,504,504,504,504,504,504,504,504,504,504,504,504,504,504,504
42,165.476,269.678,338.18,386.564,416.636,436.292,447.422,457.04,462.92,466.91,468.548,470.102,470.984,471.698,472.37,472.454,472.79,472.832,472.958,472.916,472.958,473,473,472.958,473,472.958,472.958,473,473,473,473,473,473,473,473,473,473,473,473,473,473,473,473,473,473,473,473,473,473,473,473,473,473,473,473,473,473,473,473,473,473,473,473,473,473,473,473,473,473,473,473,473,473,473,473,473,473,473,473,473,473,473,473,473,473,473,473,473,473,473,473,473,473,473,473,473,473,473,473,473
43,169.627,281.642,345.454,397.269,429.39,445.816,459.103,468.778,474.239,477.55,480.775,481.377,482.581,483.484,483.484,483.613,483.613,483.957,484,483.871,484,484,484,484,484,484,484,484,484,484,484,484,484,484,484,484,484,484,484,484,484,484,484,484,484,484,484,484,484,484,484,484,484,484,484,484,484,484,484,484,484,484,484,484,484,484,484,484,484,484,484,484,484,484,484,484,484,484,484,484,484,484,484,484,484,484,484,484,484,484,484,484,484,484,484,484,484,484,484,484
44,172.832,289.916,359.48,412.808,438.46,459.624,472.736,479.776,486.816,490.072,490.776,492.404,493.856,494.34,494.472,494.736,494.824,494.824,494.956,494.956,495,494.912,494.956,495,494.956,495,495,495,495,495,495,495,495,495,495,495,495,495,495,495,495,495,495,495,495,495,495,495,495,495,495,495,495,495,495,495,495,495,495,495,495,495,495,495,495,495,495,495,495,495,495,495,495,495,495,495,495,495,495,495,495,495,495,495,495,495,495,495,495,495,495,495,495,495,495,495,495,495,495,495
