"PoolSize","prob_0_01","prob_0_02","prob_0_03","prob_0_04","prob_0_05","prob_0_06","prob_0_07","prob_0_08","prob_0_09","prob_0_10","prob_0_11","prob_0_12","prob_0_13","prob_0_14","prob_0_15","prob_0_16","prob_0_17","prob_0_18","prob_0_19","prob_0_20","prob_0_21","prob_0_22","prob_0_23","prob_0_24","prob_0_25","prob_0_26","prob_0_27","prob_0_28","prob_0_29","prob_0_30","prob_0_31","prob_0_32","prob_0_33","prob_0_34","prob_0_35","prob_0_36","prob_0_37","prob_0_38","prob_0_39","prob_0_40","prob_0_41","prob_0_42","prob_0_43","prob_0_44","prob_0_45","prob_0_46","prob_0_47","prob_0_48","prob_0_49","prob_0_50","prob_0_51","prob_0_52","prob_0_53","prob_0_54","prob_0_55","prob_0_56","prob_0_57","prob_0_58","prob_0_59","prob_0_60","prob_0_61","prob_0_62","prob_0_63","prob_0_64","prob_0_65","prob_0_66","prob_0_67","prob_0_68","prob_0_69","prob_0_70","prob_0_71","prob_0_72","prob_0_73","prob_0_74","prob_0_75","prob_0_76","prob_0_77","prob_0_78","prob_0_79","prob_0_80","prob_0_81","prob_0_82","prob_0_83","prob_0_84","prob_0_85","prob_0_86","prob_0_87","prob_0_88","prob_0_89","prob_0_90","prob_0_91","prob_0_92","prob_0_93","prob_0_94","prob_0_95","prob_0_96","prob_0_97","prob_0_98","prob_0_99","prob_1_00"
2,2594.68,2692.7,2796.94,2885.96,2994.02,3079.34,3171.78,3266.04,3353.26,3447.82,3542.58,3624.76,3708.14,3797.34,3896.32,3961.46,4063.64,4140.16,4209.22,4292.74,4368.62,4448.26,4531.9,4610.9,4680.02,4759.12,4823.88,4908.08,4982.38,5045.78,5115.98,5189.4,5249.78,5314.86,5395.98,5456.92,5523.16,5575.54,5651.28,5700.26,5763.58,5818,5875.28,5941.48,5991.16,6047.2,6095.28,6142.06,6202.9,6242.22,6298.88,6358.6,6397.6,6443.2,6487.5,6534.58,6575.24,6617.1,6661.22,6699.78,6736.9,6770.9,6809.02,6848.1,6886.98,6916.04,6951.7,6986.64,7019.98,7052.74,7080.22,7108.48,7134.32,7160.68,7185.02,7210.98,7235.62,7255.44,7279.36,7300.74,7321.34,7334.92,7358.84,7371.52,7388.5,7402.72,7415.76,7426.54,7438.42,7449.16,7458.76,7467.74,7474.96,7482.82,7488.64,7492.56,7495.62,7498.26,7499.4,7500
3,1813.63,1968.91,2105.44,2239.6,2375.38,2510.89,2649.49,2764.42,2894.68,3025.51,3140.59,3244.99,3376.99,3496.12,3599.17,3699.43,3805.42,3898.9,4022.62,4087.06,4192.45,4294.18,4378.21,4471.18,4563.22,4638.31,4717.63,4791.55,4857.61,4952.56,5026.03,5097.64,5164.78,5222.11,5290.51,5350.42,5415.19,5470.36,5542.18,5587.33,5627.35,5682.16,5743.27,5780.95,5825.02,5871.55,5907.37,5969.53,6008.29,6050.62,6079.06,6103.84,6135.82,6184.33,6203.11,6236.02,6270.13,6294.79,6312.85,6341.74,6363.85,6383.2,6418.12,6433.42,6447.82,6469.3,6486.34,6495.76,6513.61,6531.28,6539.95,6552.01,6567.76,6578.23,6583.03,6595.36,6604.09,6611.05,6618.73,6625.12,6630.28,6633.37,6639.79,6642.76,6646.93,6650.62,6653.41,6654.88,6657.4,6659.2,6660.28,6661.57,6662.26,6663.22,6663.13,6663.7,6663.82,6664,6664,6664
4,1441.32,1639.12,1824.36,2005.92,2186.92,2349.8,2506.68,2651.8,2829.72,2982.36,3120.12,3254.96,3397.8,3528.88,3634.24,3761.36,3869.48,3968.6,4091.16,4205.28,4314.8,4399.12,4503.88,4587.92,4673.72,4742.84,4831.32,4897.12,4986.72,5057.84,5118.72,5180.6,5239.24,5301.32,5358.68,5424.6,5467.6,5514.24,5557,5606.32,5646.36,5674.72,5722.76,5759.32,5797.4,5825.28,5852.04,5880.52,5913.6,5936.8,5957.16,5976.16,6003.36,6025.48,6036.48,6062.6,6078.4,6093.48,6106.36,6124.44,6133.4,6144.32,6157.04,6167.52,6175.92,6182.08,6190.48,6197.16,6206.44,6207.24,6215.92,6220.64,6224,6227,6229.44,6234.92,6235.88,6239,6239.96,6242,6243.56,6244.96,6245.88,6246.32,6247.4,6247.84,6247.8,6248.56,6249.2,6249.52,6249.64,6249.92,6249.96,6249.96,6250,6250,6250,6250,6250,6250
5,1245.6,1487.15,1699.2,1926.35,2134.35,2328.25,2531.45,2722.55,2869.4,3040.2,3218.25,3350.95,3506.2,3641.4,3789.1,3917.7,4043.45,4136.35,4263.35,4350.55,4465.85,4549.45,4661,4730.6,4802.8,4881.5,4961.8,5037.35,5095.2,5150.05,5219.25,5273,5338.5,5364.95,5417.5,5457,5505.1,5542.85,5582.1,5606.4,5641.75,5675.15,5699.25,5728.15,5747.95,5766.8,5791.25,5803.65,5827.55,5848.05,5858.1,5871.8,5885.6,5896.2,5911.2,5920.2,5927,5936.15,5942.6,5947.65,5953.95,5961.7,5967.6,5969.4,5971.1,5977.65,5979.85,5983.55,5987.1,5987.8,5989.35,5991.3,5993.05,5993.9,5994.75,5995.5,5996.05,5998.15,5998.2,5998.15,5998.75,5999.1,5999.4,5999.6,5999.8,5999.65,5999.85,5999.85,5999.85,6000,6000,5999.95,5999.95,6000,5999.95,6000,6000,6000,6000,6000
6,1119.08,1412.84,1682.3,1932.2,2150.6,2394.68,2586.5,2780.42,2950.28,3163.58,3351.2,3502.52,3666.5,3818.66,3932.9,4089.44,4190,4323.2,4408.76,4509.74,4624.16,4689.8,4779.98,4849.82,4948.16,5011.46,5078.42,5133.2,5202.14,5244.08,5291.66,5336.18,5362.88,5417.9,5454.5,5481.68,5517.98,5538.68,5574.74,5599.58,5623.28,5641.58,5660,5675.36,5696.3,5699.48,5719.82,5731.94,5742.56,5748.32,5763.68,5770.1,5774.3,5780.36,5786.9,5794.46,5799.8,5802.44,5806.1,5811.74,5813.78,5813.78,5816.72,5821.52,5821.64,5823.56,5825.6,5825.78,5827.16,5828.3,5827.76,5828.72,5829.38,5829.92,5829.86,5830.04,5829.98,5830.52,5830.58,5830.82,5830.88,5830.76,5830.82,5830.76,5830.94,5830.94,5831,5831,5831,5831,5831,5831,5831,5831,5831,5831,5831,5831,5831,5831
7,1045.38,1376.62,1682.52,1955.24,2222.64,2466.24,2690.94,2914.38,3131.52,3325,3521.84,3654.98,3827.32,3949.89,4106.62,4232.34,4354.42,4446.75,4572.68,4661.79,4760.56,4828.67,4903.15,4967.34,5037.13,5104.82,5161.38,5215.35,5263.16,5297.95,5334.91,5378.87,5413.1,5440.4,5457.27,5489.61,5522.23,5534.76,5550.37,5568.01,5586.14,5599.51,5619.25,5626.39,5636.54,5642,5651.66,5659.08,5666.5,5673.43,5678.47,5681.06,5688.48,5689.95,5694.64,5695.13,5697.02,5700.66,5702.27,5703.53,5703.39,5706.75,5706.12,5707.38,5709.2,5709.06,5710.25,5710.46,5710.88,5711.09,5710.6,5711.02,5711.44,5711.72,5711.86,5711.86,5711.93,5712,5711.72,5711.93,5711.86,5711.86,5712,5712,5712,5712,5712,5712,5712,5712,5712,5712,5712,5712,5712,5712,5712,5712,5712,5712
8,1008.76,1380.68,1695.4,2028.52,2278.28,2587.56,2805,3058.84,3275.88,3484.84,3625.48,3826.76,3968.92,4138.52,4261.08,4374.28,4501.32,4585.24,4695.08,4780.04,4861.08,4939.08,5000.52,5074.04,5117.32,5174.2,5224.76,5260.12,5296.12,5332.04,5369.4,5401.56,5419.48,5451.16,5462.28,5485.88,5505.48,5515.16,5522.04,5539.56,5548.28,5561.32,5567.24,5579.24,5579.56,5590.92,5592.12,5596.68,5601.64,5607.64,5605.88,5611.16,5612.44,5614.6,5617.16,5619.24,5619.48,5619.48,5620.6,5622.28,5622.2,5623.64,5622.84,5623.32,5623.16,5623.64,5624.12,5624.6,5624.68,5624.44,5624.76,5624.92,5624.76,5624.92,5625,5624.84,5625,5624.92,5625,5625,5625,5625,5625,5625,5625,5625,5625,5625,5625,5625,5625,5625,5625,5625,5625,5625,5625,5625,5625,5625
9,990.51,1389.39,1783.14,2099.04,2408.28,2699.52,2936.31,3193.26,3404.22,3617.52,3777,3956.55,4120.44,4277.04,4402.95,4494.03,4619.76,4720.11,4801.56,4863.39,4945.11,5028.09,5081.82,5131.59,5179.74,5210.34,5252.1,5286.66,5324.01,5351.73,5373.06,5392.68,5416.71,5425.98,5443.62,5456.4,5474.31,5480.25,5491.77,5497.71,5502.12,5512.38,5517.69,5522.55,5527.86,5530.02,5535.33,5535.96,5538.84,5540.37,5542.62,5543.43,5543.88,5545.59,5545.68,5546.94,5547.93,5547.3,5548.47,5548.2,5548.56,5548.83,5549.01,5549.37,5549.82,5549.73,5549.64,5549.73,5550,5549.82,5549.91,5549.82,5550,5549.91,5549.91,5549.91,5550,5550,5550,5550,5550,5550,5550,5550,5550,5550,5550,5550,5550,5550,5550,5550,5550,5550,5550,5550,5550,5550,5550,5550
10,976.2,1422.8,1816,2167.3,2508.7,2806.4,3071.7,3313.8,3552.3,3737.5,3946.6,4115.3,4262.6,4366.4,4519,4621.9,4739.2,4805.5,4888.4,4943.3,5018.6,5084.8,5127,5183.5,5214.6,5247.9,5281,5312.5,5336.4,5363.2,5381.3,5393.7,5407.4,5421.8,5429.8,5438.2,5451.3,5457.1,5463.3,5469.1,5475,5477.6,5483.2,5483,5487.7,5488.5,5490.6,5492.8,5494.3,5494.9,5495.7,5497.4,5497.8,5497.5,5498.3,5498.3,5498.5,5499.3,5499.7,5499.3,5499.9,5500,5499.8,5499.8,5499.9,5499.9,5500,5500,5500,5499.9,5500,5500,5499.9,5499.9,5500,5500,5500,5500,5499.9,5500,5500,5500,5500,5500,5500,5500,5500,5500,5500,5500,5500,5500,5500,5500,5500,5500,5500,5500,5500,5500
11,1003.45,1449.17,1886.97,2266.25,2588,2918.22,3195.53,3462.39,3659.07,3895.9,4055.18,4224.8,4358.67,4507.61,4621.79,4703.85,4805.27,4888.65,4963.45,5008.99,5079.28,5114.59,5159.58,5205.89,5232.95,5269.03,5285.53,5306.76,5327.44,5353.29,5362.31,5370.89,5387.83,5398.17,5402.79,5407.41,5416.54,5422.37,5424.79,5430.07,5431.06,5435.35,5433.7,5440.85,5441.07,5442.06,5442.06,5444.59,5444.15,5445.03,5445.69,5446.02,5446.02,5447.34,5447.67,5447.34,5447.67,5447.78,5448,5447.89,5447.89,5447.67,5448,5448,5448,5448,5448,5448,5447.89,5448,5448,5448,5448,5448,5448,5448,5448,5448,5448,5448,5448,5448,5448,5448,5448,5448,5448,5448,5448,5448,5448,5448,5448,5448,5448,5448,5448,5448,5448,5448
