"PoolSize","prob_0_01","prob_0_02","prob_0_03","prob_0_04","prob_0_05","prob_0_06","prob_0_07","prob_0_08","prob_0_09","prob_0_10","prob_0_11","prob_0_12","prob_0_13","prob_0_14","prob_0_15","prob_0_16","prob_0_17","prob_0_18","prob_0_19","prob_0_20","prob_0_21","prob_0_22","prob_0_23","prob_0_24","prob_0_25","prob_0_26","prob_0_27","prob_0_28","prob_0_29","prob_0_30","prob_0_31","prob_0_32","prob_0_33","prob_0_34","prob_0_35","prob_0_36","prob_0_37","prob_0_38","prob_0_39","prob_0_40","prob_0_41","prob_0_42","prob_0_43","prob_0_44","prob_0_45","prob_0_46","prob_0_47","prob_0_48","prob_0_49","prob_0_50","prob_0_51","prob_0_52","prob_0_53","prob_0_54","prob_0_55","prob_0_56","prob_0_57","prob_0_58","prob_0_59","prob_0_60","prob_0_61","prob_0_62","prob_0_63","prob_0_64","prob_0_65","prob_0_66","prob_0_67","prob_0_68","prob_0_69","prob_0_70","prob_0_71","prob_0_72","prob_0_73","prob_0_74","prob_0_75","prob_0_76","prob_0_77","prob_0_78","prob_0_79","prob_0_80","prob_0_81","prob_0_82","prob_0_83","prob_0_84","prob_0_85","prob_0_86","prob_0_87","prob_0_88","prob_0_89","prob_0_90","prob_0_91","prob_0_92","prob_0_93","prob_0_94","prob_0_95","prob_0_96","prob_0_97","prob_0_98","prob_0_99","prob_1_00"
2,2599.7134,2698.1416,2794.9128,2892.4658,2987.2496,3082.2698,3175.4782,3267.3794,3359.1618,3450.3224,3538.8066,3627.5294,3716.0312,3802.477,3886.408,3971.877,4055.4498,4137.0974,4217.0854,4301.4312,4379.9492,4457.6096,4535.6856,4611.796,4687.9126,4762.1806,4834.2478,4908.247,4979.4418,5049.8996,5119.123,5188.6434,5254.7952,5322.453,5387.4024,5452.397,5516.1096,5577.8002,5639.0924,5699.4552,5759.178,5817.6154,5875.2972,5931.4792,5988.2604,6041.6414,6096.2148,6147.8028,6199.3294,6250.7588,6299.0794,6348.4368,6395.2492,6441.4304,6486.416,6531.379,6574.0706,6616.7222,6659.3824,6699.9484,6739.1074,6777.949,6815.1134,6851.7316,6888.3142,6922.1088,6955.3714,6988.3078,7018.8178,7050.5644,7079.646,7107.8028,7134.9162,7162.0178,7187.3808,7211.8264,7235.0156,7258.1996,7279.0706,7299.7212,7319.729,7337.854,7355.224,7371.8382,7387.2492,7401.8044,7415.3958,7427.899,7439.5438,7449.7282,7459.4506,7467.932,7475.4296,7481.8382,7487.419,7491.942,7495.4616,7497.9788,7499.5076,7500
3,1814.5918,1959.4147,2102.0497,2240.8708,2377.618,2513.3227,2643.9901,2773.3192,2897.6452,3020.7622,3139.7953,3257.0623,3372.181,3484.7611,3594.6274,3701.9809,3805.3555,3907.1989,4008.0472,4105.2772,4201.4521,4292.8486,4381.0741,4469.7493,4554.7063,4638.0172,4718.6734,4796.6665,4874.2225,4949.9116,5020.8766,5090.4907,5160.4978,5226.3829,5290.3282,5353.96,5413.7701,5472.8629,5529.3118,5584.2643,5637.4687,5689.0564,5738.1745,5785.5454,5833.1107,5876.7736,5920.1155,5960.956,6001.6198,6038.3011,6074.4352,6111.4465,6144.3304,6176.4892,6208.7647,6238.1008,6266.1475,6293.7076,6319.6513,6343.8328,6367.2328,6389.4136,6411.0814,6430.399,6449.4085,6467.0215,6484.4296,6500.0311,6514.945,6528.7681,6541.9873,6553.9879,6565.8553,6575.8462,6585.7267,6594.7207,6603.1852,6610.7251,6617.6173,6623.9311,6629.5723,6634.9552,6639.3217,6643.477,6647.2411,6650.1223,6652.9777,6655.3552,6657.2935,6658.9765,6660.3337,6661.4053,6662.2534,6662.908,6663.3757,6663.685,6663.8692,6663.9583,6663.9949,6664
4,1446.758,1637.7736,1824.028,2004.0472,2176.2668,2346.0156,2509.9116,2667.9304,2820.1076,2968.5772,3111.7456,3250.7888,3385.3588,3513.3504,3640.2976,3758.8508,3876.0364,3987.6052,4097.002,4201.6316,4301.1376,4399.4312,4491.6208,4581.558,4668.048,4750.4712,4829.2384,4906.246,4979.3456,5049.6748,5116.0312,5179.6836,5241.3208,5300.0748,5357.5292,5409.8468,5461.6008,5509.592,5557.56,5601.236,5644.6452,5683.9332,5721.882,5757.4244,5791.2616,5824.3468,5855.1156,5884.3652,5911.6084,5937.2916,5961.5132,5983.4504,6006.0436,6025.2612,6044.6612,6061.9288,6079.0792,6093.8232,6108.442,6121.89,6133.9844,6145.7632,6156.0456,6165.9464,6174.6588,6183.0924,6190.656,6197.4224,6203.6188,6209.3948,6214.4792,6219.0568,6223.2432,6227.0412,6230.3612,6233.298,6235.762,6238.1724,6240.1712,6242.05,6243.5016,6244.6652,6245.8288,6246.6984,6247.4908,6248.0784,6248.5776,6248.9604,6249.274,6249.49,6249.6736,6249.7872,6249.8744,6249.9364,6249.9768,6249.9876,6249.9956,6249.9996,6250,6250
5,1244.787,1478.4825,1706.9325,1922.1355,2132.9215,2329.626,2519.6905,2702.643,2878.9815,3046.1855,3207.3425,3360.423,3507.303,3648.1545,3781.1015,3908.9125,4031.2055,4144.2235,4255.193,4360.133,4460.69,4554.3135,4646.1605,4731.2575,4811.6475,4889.4135,4962.941,5032.142,5094.993,5158.961,5217.737,5272.328,5323.0285,5372.947,5419.788,5462.72,5503.2235,5541.756,5577.1315,5610.611,5642.5365,5671.6845,5698.462,5724.47,5747.9885,5769.4955,5790.5935,5809.557,5826.73,5843.179,5858.3735,5872.24,5885.052,5896.812,5907.3325,5917.809,5926.433,5934.184,5941.9115,5948.767,5954.7855,5960.2155,5965.247,5969.702,5973.633,5977.26,5980.3075,5983.2435,5985.608,5987.754,5989.641,5991.311,5992.7265,5993.994,5995.107,5996.0765,5996.748,5997.35,5997.958,5998.453,5998.752,5999.0745,5999.2925,5999.472,5999.594,5999.7125,5999.817,5999.878,5999.922,5999.95,5999.967,5999.981,5999.9925,5999.9975,5999.9985,5999.9995,6000,6000,6000,6000
6,1125.6998,1402.256,1666.6376,1916.5586,2156.984,2382.6968,2596.0862,2801.5844,2992.2098,3175.4552,3347.417,3509.0876,3659.7482,3806.2676,3944.132,4075.0532,4198.6544,4310.5592,4418.7512,4521.236,4613.4626,4704.6974,4788.9434,4866.3122,4940.87,5008.2506,5073.032,5134.1558,5190.4898,5243.3534,5291.7722,5336.1452,5377.8878,5417.069,5452.8686,5486.8772,5518.4492,5546.9132,5572.52,5597.4596,5620.6388,5640.2474,5659.0484,5676.2804,5692.3832,5706.9914,5719.9274,5731.5932,5742.7658,5752.6628,5761.763,5769.6422,5777.1488,5783.5184,5789.3048,5794.5164,5799.1118,5803.328,5807.3372,5810.4482,5813.4296,5815.9142,5818.166,5820.0602,5821.766,5823.173,5824.5932,5825.5388,5826.4928,5827.2914,5828.0546,5828.5208,5829.0494,5829.4106,5829.7952,5829.9872,5830.2602,5830.3922,5830.544,5830.6814,5830.7534,5830.82,5830.8812,5830.9142,5830.937,5830.9628,5830.9754,5830.9868,5830.9946,5830.997,5830.9976,5830.9976,5830.9994,5831,5831,5831,5831,5831,5831,5831
7,1053.9487,1372.7497,1674.2775,1955.023,2220.8634,2470.3994,2706.0593,2922.4552,3127.4089,3319.7542,3500.2345,3669.1158,3825.7919,3971.1952,4106.9168,4234.9174,4354.0924,4464.495,4566.7195,4661.7459,4751.5783,4833.08,4909.5879,4979.7097,5045.2045,5102.9895,5158.1838,5208.5215,5255.6511,5300.1179,5340.0452,5375.6829,5408.1041,5438.762,5466.2405,5491.3866,5514.5419,5535.439,5555.0537,5571.5135,5587.2096,5601.5057,5613.9664,5625.5171,5635.7658,5644.9106,5653.3099,5660.718,5667.1104,5672.6222,5677.9842,5682.4768,5686.2344,5690.188,5693.1784,5696.0547,5698.2681,5700.5137,5702.1944,5703.7813,5705.1113,5706.3202,5707.2897,5707.9974,5708.7898,5709.3743,5709.8783,5710.2143,5710.5664,5710.9003,5711.1068,5711.3063,5711.4967,5711.6066,5711.6948,5711.7669,5711.8159,5711.8796,5711.9188,5711.9293,5711.9454,5711.9601,5711.9818,5711.986,5711.993,5711.993,5711.9993,5712,5711.9979,5711.9986,5712,5712,5712,5712,5712,5712,5712,5712,5712,5712
8,1010.4824,1370.4128,1705.8104,2017.06,2306.7304,2575.9464,2826.816,3056.9688,3272.1616,3471.8384,3655.3456,3825.0952,3980.9048,4127.4464,4261.3576,4385.0744,4497.772,4600.948,4696.5256,4785.2936,4865.984,4938.9752,5004.352,5067.2592,5124.2168,5174.2936,5222.2088,5263.4104,5301.1048,5336.192,5368.1968,5395.6624,5422.1048,5444.812,5465.08,5483.9456,5499.8312,5515.0144,5528.628,5541.016,5551.2056,5560.4824,5568.9304,5576.4288,5583.3088,5588.7248,5593.636,5598.1032,5601.884,5605.2608,5608.3992,5610.7808,5613.06,5614.952,5616.4912,5617.9888,5619.088,5620.1896,5620.9904,5621.6824,5622.312,5622.8384,5623.232,5623.528,5623.8816,5624.1448,5624.2928,5624.4352,5624.5736,5624.6864,5624.7432,5624.812,5624.8528,5624.8824,5624.9176,5624.9456,5624.9672,5624.9728,5624.988,5624.9904,5624.9936,5624.996,5624.9968,5625,5625,5624.9992,5625,5625,5625,5625,5625,5625,5625,5625,5625,5625,5625,5625,5625,5625
9,987.0828,1385.4138,1751.406,2089.0005,2400.0207,2684.7762,2950.5219,3190.8606,3411.2436,3614.2899,3797.8548,3968.0403,4124.3424,4262.7138,4389.9558,4508.628,4614.8784,4711.9938,4798.8366,4878.2157,4950.3768,5014.8015,5074.0557,5126.0316,5174.1699,5216.685,5255.2653,5289.7866,5320.0896,5348.6196,5372.3841,5393.9517,5413.9614,5431.0029,5446.4037,5459.7624,5471.9997,5482.4406,5491.5774,5499.1635,5506.4553,5512.4907,5517.9015,5522.9388,5526.6918,5530.2657,5533.6614,5535.8943,5538.4665,5540.2836,5541.7587,5543.2032,5544.384,5545.3074,5546.2146,5546.9643,5547.4899,5547.9831,5548.3287,5548.7022,5548.9533,5549.1504,5549.3349,5549.4843,5549.5653,5549.7201,5549.7804,5549.8065,5549.8605,5549.9064,5549.9289,5549.946,5549.9622,5549.9757,5549.9856,5549.9883,5549.9919,5549.9946,5549.9937,5549.9982,5549.9982,5549.9973,5550,5550,5550,5550,5550,5550,5550,5550,5550,5550,5550,5550,5550,5550,5550,5550,5550,5550
10,976.929,1415.277,1813.087,2174.856,2506.966,2804.034,3079.591,3326.738,3552.538,3758.239,3938.546,4106.415,4256.225,4391.939,4515.61,4623.699,4721.458,4812.402,4891.121,4961.73,5026.209,5082.861,5133.841,5177.208,5217.756,5253.79,5283.413,5312.275,5337.341,5357.97,5376.865,5393.798,5407.871,5421.356,5432.298,5442.052,5450.485,5457.96,5464.023,5469.782,5474.262,5478.287,5481.669,5484.611,5487.125,5489.438,5491.208,5492.689,5493.918,5495.11,5496.038,5496.785,5497.237,5497.833,5498.271,5498.626,5498.854,5499.089,5499.344,5499.45,5499.612,5499.684,5499.728,5499.798,5499.86,5499.905,5499.916,5499.938,5499.961,5499.971,5499.978,5499.987,5499.989,5499.989,5499.998,5499.997,5499.998,5499.999,5499.999,5499.999,5499.999,5500,5500,5500,5500,5500,5500,5500,5500,5500,5500,5500,5500,5500,5500,5500,5500,5500,5500,5500
11,976.0567,1449.5968,1876.597,2261.4672,2605.9916,2914.8551,3198.2382,3448.7258,3677.8074,3878.971,4060.6514,4221.0831,4365.6913,4496.2745,4611.7459,4714.0712,4804.6089,4883.3601,4956.2098,5018.4951,5073.2311,5121.905,5165.2032,5202.9057,5236.8616,5265.301,5290.6329,5312.821,5331.6981,5348.3785,5363.5354,5375.4858,5386.7938,5395.8809,5404.3399,5410.9388,5416.7226,5421.8772,5426.2101,5429.6883,5432.6407,5435.4875,5437.7755,5439.6114,5440.8995,5442.3119,5443.3954,5444.2116,5444.9244,5445.6009,5445.9507,5446.4105,5446.7317,5447.0232,5447.1838,5447.4247,5447.5116,5447.6062,5447.6645,5447.7899,5447.8108,5447.8834,5447.912,5447.9373,5447.9417,5447.967,5447.9813,5447.9857,5447.9824,5447.9901,5447.9945,5447.9967,5447.9978,5448,5448,5447.9989,5447.9967,5448,5448,5448,5448,5447.9989,5448,5448,5448,5448,5448,5448,5448,5448,5448,5448,5448,5448,5448,5448,5448,5448,5448,5448
